title,view,like,unlike,comment,date
"6교시 : 학교생활, 알바생활, 자취집 구하기 꿀팁 전수! 선배들이 알려준다! | SSIN","조회수 298,694회",6.9천,74,댓글 366개,2018. 3. 23.
5교시 : 고등학생에서 대학생으로!! 닥터씬의 새내기 메이크업 | SSIN,"조회수 315,551회",5.1천,85,댓글 447개,2018. 3. 22.
"4-1교시 : 적을알고 나를알라, 술의 맛과 종류를 리뷰해 보자! | SSIN","조회수 757,700회",7.7천,190,댓글 424개,2018. 3. 21.
4-2교시 : 총 560도 양주를 마시고 우주로 간 새내기 | SSIN,"조회수 557,169회",8.3천,128,댓글 748개,2018. 3. 21.
3교시 : 올로드샵 클럽 메이크업하고 클럽 메이드가서 생긴일 | SSIN,"조회수 390,781회",6.3천,117,댓글 453개,2018. 3. 20.
2교시 : 스무살 영주님 존좋템으로 화장했는데 학부모가 된 씬님 | SSIN,"조회수 840,294회",1.1만,209,댓글 927개,2018. 3. 19.
1교시 : 고렴이 저렴이 화장품 비교경제학 | SSIN,"조회수 737,796회",1.4만,319,댓글 722개,2018. 3. 18.
0교시 : 새내기 위크 공지 | SSIN,"조회수 106,321회",3.1천,31,댓글 258개,2018. 3. 17.
메이크업 뮤지컬 ~오페라의유령~ (유튜브 팬페스트 코리아 2018) | SSIN,"조회수 129,796회",3.1천,36,댓글 244개,2018. 3. 16.
오페라의 유령 '크리스틴' 메이크업 튜토리얼 | SSIN,"조회수 235,265회",4.5천,138,댓글 312개,2018. 3. 16.
방방! 트램폴린 위에서 메이크업하기 도전 | SSIN,"조회수 403,279회",8천,210,댓글 809개,2018. 3. 14.
타겟에 화장품 사러 갔다가....뭘 샀을까..? | SSIN,"조회수 421,635회",4.9천,133,댓글 331개,2018. 3. 9.
호흡곤란!! 미쳐버리는 미국 세포라 신상 하울 | SSIN,"조회수 475,702회",7.1천,212,댓글 472개,2018. 3. 6.
씬님이 제일 좋아하는 화장품은 뭘까요 라고 물으신다면…? | SSIN,"조회수 508,495회",7.9천,254,댓글 732개,2018. 2. 28.
뉴욕에서 같이 화장하자! 쉬크하게 겟레디윗미 | SSIN,"조회수 808,671회",1.1만,387,댓글 881개,2018. 2. 22.
최근 건강의 중요성을 느낀 씬님의 헬씨 메이크업 feat.NIKE | SSIN,"조회수 567,102회",1.1만,368,"댓글 1,556개",2018. 2. 19.
[WANNA ONE] 워너원 하성운 메이크업 튜토리얼 | SSIN,"조회수 204,615회",5.8천,294,"댓글 1,583개",2018. 2. 14.
브라질리언 왁싱 리뷰! 새로운 세상을 만나버렸다. | SSIN,"조회수 1,283,010회",1.4만,430,댓글 788개,2018. 2. 7.
"닥터씬, 나만의 파운데이션을 찾아줘! (팬 초청편) ~유목민의 눈물~ | SSIN","조회수 399,659회",8.9천,209,댓글 787개,2018. 2. 2.
"2018년, 2018만원 기부합니다. | SSIN","조회수 360,815회",1.7만,202,"댓글 1,920개",2018. 1. 29.
2017년 정리 // 2018년 목표 | SSIN,"조회수 277,924회",5.9천,198,댓글 699개,2017. 12. 31.
16시간 동안 16번 메이크업하기! 이건 씬님 인생최대 도전 by Tik Tok | SSIN,"조회수 941,071회",1.9만,372,"댓글 1,732개",2017. 12. 29.
"With 라뮤끄언니에게 배우는 진정한 연말파티 메이크업! 존좋템 바꿔서 화장하기, 청순 성숙한 무드? | SSIN","조회수 809,453회",1.1만,257,"댓글 1,084개",2017. 12. 24.
With 큐영 닥터씬 크리스마스 버젼! 사람이 되고싶은 큐돌프 | SSIN,"조회수 322,187회",7.4천,121,댓글 734개,2017. 12. 23.
With 밴쯔첫 먹방 도전! 크리스마스 칠면조구이 & 미국반찬 먹기 feat.박PD | SSIN,"조회수 1,800,166회",1.9만,525,"댓글 1,094개",2017. 12. 22.
With 이사배2017년 연간 TOP 10 화장품 추천! (품절주의) 막장 선물 뜯기 게임 | SSIN,"조회수 847,038회",1.6만,207,"댓글 1,149개",2017. 12. 21.
"With 꿀키크리스마스 디저트, 딸기 트리 케이크 만들기 // 이번엔 성공!! | SSIN","조회수 609,930회",1만,171,댓글 626개,2017. 12. 20.
With 홀리 짱센 크리스마스 글램 메이크업 | SSIN,"조회수 808,493회",1.1만,361,댓글 992개,2017. 12. 19.
현아 Lip & Hip 메이크업 | SSIN,"조회수 1,013,056회",2만,768,"댓글 1,859개",2017. 12. 14.
